stars,business_id,user_id
4.0,Vals Getaway DES Cafeteria,dpc8Q98jrfTUpQWo-MiPMA
3.0,Paramount Fine Foods,v7eUh2t_1slVTOQMy-GrGg
1.0,Vic's Auto Repair,D0mL3qnMCs_6IbQC-vpUPw
4.0,Goveias Salon & Spa,E-F49aokwOCxGTf3cp_MXw
1.0,GiGi's Boutique Fine Consignment,4rl4WiP4hMM-xWT0_IbJmg
3.0,Renters Warehouse,FGFzyjoXaiwExSk3shUL8Q
2.0,Ume Fashion Sushi,a-LoRh552poRuWviwGfuKw
2.0,Dunn-Edwards Paints,L-28QuOHNHa4btkRO_Qidw
1.0,Park Road Books,rVEgaeBzh1FQPS_KLbGxHQ
2.0,Gap,wysnwzsy0EcPHw-5a4mAUw
3.0,Parc-nature de l'Île-de-la-Visitation,ca1hrwl6Uq1d8oX3hmpd8A
5.0,Berning's Fine Jewelry,NBzY7QCGNxRELSpdV_Vhbg
1.0,Not Your Mother,j9vih1KD2r-NLlaHfZPkRA
2.0,Dairy Queen,UlDSb1B22ON7WXcY3JbmNQ
1.0,Carl's Place - 900 Series Motorsports,PAzgMhSXGokkOw2CMZUI1w
1.0,Charlotte Mecklenburg Library - Beatties Ford Road Regional,m6iDyGFXQ8l6LxaH3DG25A
3.0,enVoqueMD,Ee3QKlluVJXHF8Ba4nth7g
3.0,Marco's Pizza,lf7nFsFT_YfVgc1AhBOjDg
3.0,Funny Stop Comedy Club,0F40lzN0ELvTm3EpubSa_A
1.0,Maurices,43Q7K9hHzUARJ050SpcCgA
1.0,Kirsty Blattner,ZVWJJnaWs5i8KxG18XzRIw
2.0,Artisan Fine Dining Room,4rdqtnFWEZSxNgQgmJWq3w
1.0,Habitat For Humanity Restore,AcACnStBqFPWislA1mkclA
2.0,Cookie Cutters Haircuts for Kids,gCSlX2tvG-M51Pok5WDmnw
2.0,Tomkins Park,KToh1I24rr_bDBC3dK716Q
5.0,National Equity Consultants,yd1RersQmxTVz9ef90OEsw
3.0,Bistro des Moulins,xZ-Np5I3hiOQdlkjn77IgA
3.0,Torrid,YfbeP6-sCkRIcV93j1atZw
4.0,Restaurant Nhu Y,PWSPlt5Oy1KRSWGjRg5tIg
3.0,Marlene's Baker Supply,pDvDLpD7CiMlIebsDPCRSQ
2.0,Slate Interiors,NBzY7QCGNxRELSpdV_Vhbg
3.0,All Star Donuts & Kolaches,W7DHyQlY_kXls2iXt-_2Ag
4.0,Dulce Alterations,awhAOe0FhEt-frk4_2D3XQ
5.0,Gap,2a_6A__7-aBfTBEqL6nI-g
4.0,Three Square,GrTcwQfPTqkIEwwp4T6XYg
5.0,Wendy's,kxKL3lwgCHFzqMUnt37pkA
5.0,Dairy Queen,an08zwBxE2nUtKB-1KS9pw
2.0,Heart Attack Grill,Kw8ziiUHe4Kbti4mQTLZ-g
4.0,Acupuncture with Ashlee,R-xVY-wPz0fqMCa4JNADvQ
5.0,Hair Design By Mary Ann,GrTcwQfPTqkIEwwp4T6XYg
3.0,Baby Cakes,7vyw57vXvZl1LAXK4vzQtA
5.0,Spectacle,zZ15zVHIDZeilePQiDtZ4w
3.0,Inspire! Dental,IQxxRjR4_htXLVMccyz5_Q
3.0,Air Tech Plus,On_1ZwRgD2Ry0eoKYC29iQ
5.0,Marathon Diner,1jgHer0B9CS1DtFS5a_5Kg
3.0,Berning's Fine Jewelry,MbZ0W9PjmlI7J9fs4SiNrw
1.0,Tomkins Park,4ysi7eUF4SXUNrJbSUzaqA
2.0,Gap,h1VmuBcdVm3GBrHqyfRzQQ
2.0,Hilton Toronto,93mELfY42M5v1U8XaiakyQ
5.0,Llantera Del Norte,H5oCw5k3gsCPmTMYLORfAg
1.0,Bella Vet,0F40lzN0ELvTm3EpubSa_A
5.0,Hair & Nails by Anastasiya,OktfRbV9zJb4WoJafRMthQ
5.0,Laura Saucedo 702,J2DrQYwJpnDlunOpbwRMaw
2.0,Forrest & Forrest Family Dentistry,uQPAUzPM1XgBWTWkpgeGQQ
2.0,Bella Vet,kH0a5lXS-C638GtYZ-GBng
5.0,Hotel Indigo Toronto Airport,tv19nT_XYg0IpnskBpjv0A
4.0,Nice One Nails,Vl1CMTrNp-SQDmXyYEEc6Q
1.0,Dulce Alterations,PS7-6Eb3rNLFr7_lomJMVg
5.0,Club Red,8jmSP3yNcqInJ5Y-VytvIA
1.0,New Mexican Grill,YGlxqdYUz0XXaEhufs_aGA
1.0,Complete Auto Glass,jG7130OQWiftvHhtyabsog
1.0,Nail Nail,cgAhU-Vi4yV2ncQOf5ECZA
3.0,La Fortuna,CH_Ah0NKNm9LK9oCLMcICA
2.0,Berning's Fine Jewelry,ftUrNSpxUr8eWCyOlsZVgg
2.0,North Mountain Medical & Rehabilitation Center,Zj665BfmiIWHHT-ZEuPVJA
3.0,Tavolino,0Qts8ew2yr8ImCwVZWy3UQ
1.0,Howlers Craft Burgers & Beer,NA2fqZ012oH1N-jXel1ifg
4.0,Torrid,lKJLxP-0B0tZT09lcwkkFw
3.0,Totum Life Science,oTaktBFskOlb6-qKHSposQ
5.0,Fabulous Cakes and Confections Inc.,sXeIJI3B28rZCFh1GJxbeA
2.0,Hanratty Law Group,U1vl4SQzO3wTAWlYVnSjnw
1.0,Forrest & Forrest Family Dentistry,5dzHPxVAUi52noaXpvewSg
5.0,Caffeine,THvXw19NkYjhoOt5WUPzGg
1.0,Vintage 95,CH_Ah0NKNm9LK9oCLMcICA
4.0,Three Square,xDJRriqJAPDap3E2scDRJw
4.0,Three Square,AcT-2v-srtOyTzVgHCtBPg
3.0,Torrid,khyig4aF00tZsTYw4F4GLg
2.0,La Creperie,bp7baO6d0lYf78FaMTyKBA
2.0,Not Your Mother,DZsbxvkYeIERJfGEMti4GA
2.0,J-C Foodland,4Og9ygDT2WMTWA8Owlmdig
2.0,Charlotte Mecklenburg Library - Beatties Ford Road Regional,6Mj0_fEOtKoGEJVxpQJrCA
5.0,Heart Attack Grill,TUbOiTPDiAXEzzUEyj22JA
2.0,Subway,T2YYLWJGu1in2siQu-1unw
3.0,COCO Crafted Organic Chocolate,j1ob4iyJRTmR8S-6KzUvUw
3.0,Olson Eye Care,J2DrQYwJpnDlunOpbwRMaw
3.0,Fine Asian Bowl,P2ZK_uDduvKbKgmNuyZQ4w
1.0,Brian's Furniture,hKlWJ-12ta84GaiAj3QKFQ
2.0,Louis Stokes Cleveland VA Medical Center,A3yzBVqeOvlkiXLOFncP4g
3.0,Desert Shores Dentistry,THvXw19NkYjhoOt5WUPzGg
2.0,Ross Dress for Less,xZ-Np5I3hiOQdlkjn77IgA
4.0,So Cool Frozen Yogurt,dbEV32TkPPz2ar3OKh75EA
4.0,Venetian Nail Spa,hn4Y3XYQhUZbUkU3eGEWSA
2.0,A Woman's Place,bhk04kv2BU9tVRUeJ7808w
2.0,Protection 1 Security Solutions,eWGRRzvpex2dVpu1XZ1Gsw
3.0,Scottsdale Cab Company,cMrTtttsIdlNRYGOu9NF4w
2.0,Maurices,tj6BkHtt8WATGIUbzFQ33A
2.0,JJ's Red Hots - Dilworth,R-xVY-wPz0fqMCa4JNADvQ
2.0,Totum Life Science,3G8sVd_Jo4G5qlpYUXJXuA
4.0,Bruster's Real Ice Cream,D0mL3qnMCs_6IbQC-vpUPw
2.0,All Star Donuts & Kolaches,oRWp73EAzos724vOY4qB6Q
4.0,Vic's Auto Repair,d-mrBy7h0aW63uN3N8M1wQ
3.0,Served,4rl4WiP4hMM-xWT0_IbJmg
1.0,Mai Thai II,bkMC0dAn3A_-a7K13a21eg
4.0,Pearl Garden,yd1RersQmxTVz9ef90OEsw
5.0,Forrest & Forrest Family Dentistry,cv2350a9GpY9u4j3JjNt9w
3.0,Llantera Del Norte,uQPAUzPM1XgBWTWkpgeGQQ
5.0,Tim the Tool Man,_VMGbmIeK71rQGwOBWt_Kg
1.0,Wendy's,zmXaJnK-a7FGRz1UbwAdMA
4.0,Radisson Hotel & Conference Centre Calgary Airport,EnGEE-QmDDS9CGWStMtgSw
5.0,Protection 1 Security Solutions,qXWvvpXvu_Qk5zw2TpG4Mw
5.0,Berning's Fine Jewelry,CBnYHrJwM5KefTC6zN0aJA
3.0,Tavolino,uaasD9MDERT2BG_gkDehew
3.0,Nee House Chinese Restaurant,hDcCr8mGkwrUP51Htatvcg
5.0,Bistro Divino,XNZI9wTcp-OYybJ5AnZ8Ww
3.0,Glenn Animal Care Hospital,PGx4HvY5joEeqXzam6tO7A
2.0,Brian's Furniture,T2YYLWJGu1in2siQu-1unw
4.0,QBE Insurance,9ktB1WEZx6ytMsRxRIMiJg
1.0,Louis Stokes Cleveland VA Medical Center,CH_Ah0NKNm9LK9oCLMcICA
2.0,Glendale Care Center,jY1shXf_LQVhSoUyoXqQRQ
5.0,Pitlane Auto Corp,Z9ipC7j4nWyyuNus_fcoYQ
2.0,PA Wine & Spirits Store,lKJLxP-0B0tZT09lcwkkFw
5.0,Winners,Lk9qQYI0nE60IXvmcq1Vqw
4.0,U.S. Bank,3G8sVd_Jo4G5qlpYUXJXuA
1.0,Nothing Bundt Cakes,eRaX5PKYV_H9DZYVcX7GPg
1.0,Berning's Fine Jewelry,EnGEE-QmDDS9CGWStMtgSw
4.0,The Phoenix Lodge,7ErDqJNuoW2_Wzz9xRTW4A
5.0,Torrid,JBten-VAVeO6lG89SfmCYg
4.0,Hall Brent R DDS,pICsYDAKhH6lno1A-UsBKQ
5.0,Glendale Care Center,EnGEE-QmDDS9CGWStMtgSw
2.0,Llantera Del Norte,oRWp73EAzos724vOY4qB6Q
2.0,QBE Insurance,W7DHyQlY_kXls2iXt-_2Ag
3.0,The UPS Store,ggtTXF2LCE9ZSfh8JK75nA
5.0,MovieWork Now,WpQPxkKPISIuPRWPSBeZag
5.0,Marco's Pizza,jFrIxIfiuQaFuXl-9cp6RQ
4.0,Hair & Nails by Anastasiya,PS7-6Eb3rNLFr7_lomJMVg
4.0,Brilliance New York,y4aEhXdfKAX8klEvOszSCA
3.0,Club Red,4k1d_QuXtkRVaFPDtaGgbA
1.0,Transformers Landscaping,a-LoRh552poRuWviwGfuKw
2.0,Options Salon & Spa,2a_6A__7-aBfTBEqL6nI-g
3.0,Imperial Asian Buffet,S18D4LwMsZyGVHzkLoKQ1Q
4.0,Arizona Florist,dt9IHwfuZs9D9LOH7gjNew
2.0,Gourmet Gringos,JrXC_MDp38BWwLn2SFdNsA
3.0,Healthcare Partners Sunset,RHSHgYCbOBxVIP2oQNfQ-A
3.0,Aroma Espresso Bar,zgl4Xb6czzrAx2zp-KMznw
2.0,Forrest & Forrest Family Dentistry,W1A8hFwXRFq0ld8DYBObqw
1.0,Yummy Yummy Chinese Restaurant,P2ZK_uDduvKbKgmNuyZQ4w
4.0,MiraKuru,pn3jiwycu7ckson_W9UYCA
2.0,All Star Donuts & Kolaches,rBeFpEdSS-Hmz5Eny1u2xg
2.0,Ume Fashion Sushi,ISnQFvO_qKRoQTyj7DxdhQ
5.0,Queen City Plumbing,0F40lzN0ELvTm3EpubSa_A
4.0,Manzetti's Tavern,Mq6w4Jm_ZHDBsAmXp_DxEg
2.0,Carl's Place - 900 Series Motorsports,Zj665BfmiIWHHT-ZEuPVJA
5.0,Vals Getaway DES Cafeteria,wxRo1SHYciMVDuI2bws0cg
3.0,Tomkins Park,nvY1gmUO7TskJcV6HBQXMg
4.0,Cruisers Bar and Grill,DZsbxvkYeIERJfGEMti4GA
2.0,Park Road Books,6FWgDfALCn6IB8AUxJM9GQ
5.0,Club Red,rPRy7N3WCD3sVCrF60OOnA
4.0,Hall Brent R DDS,vJGLEHyhCs9V-5fAe-xx3w
5.0,D&S Automotive Collision & Restyling,fExL6u06xTSg13k945IPAQ
4.0,Restaurant Nhu Y,f5DGDDqUjQkAih8Cr4BEzg
3.0,D&S Automotive Collision & Restyling,NHbb_8tPCimiciNSldGjog
1.0,Stencil - A DIY Craft Studio,GB-YAZtZg2tCwRW-wp1ZPg
4.0,Hair by Sharyn,97ZsoydQYxhmQ-XnsxbDog
1.0,Wesley Friedman - FBC Mortgage,SUh9lonnEUYJ3AgIt07KcQ
2.0,Inspire! Dental,m6iDyGFXQ8l6LxaH3DG25A
2.0,Maurices,OARnYntd3SBJcJ5xRwOzEA
1.0,Paramount Fine Foods,1y_qPXTSAJsPoVFM80HeMg
3.0,Hanratty Law Group,PNo1yZIVIWm05XPcjDoKlA
2.0,Hall Brent R DDS,SIT2McFNaq6F9cyBH0ciIw
5.0,Hilton Toronto,uCQMkgBBIxtvRQ9slfesnA
4.0,No. 1 Sushi Sushi,KPVbcdNXodWRTlNHlUkLFQ
2.0,Secrets de Femme,LHT4AADPgWT0BM4tZKCz2Q
4.0,Carl's Jr,cbfivZddqFY3QBf3uZ-m8w
5.0,Key To Healing Massage,RVFfM64wqSG_Jdfs6Oek6w
4.0,Not Your Mother,H5sz5ox_6CUoyn7u4YhlGQ
1.0,Nice One Nails,lCrHPVsYD9Y9LcDl5u3yXA
4.0,National Equity Consultants,8R4bKrkUEyN4HD97SKgHtg
2.0,Slate Interiors,jMGnFq3i6YiRI8No1UkEPg
1.0,Scottsdale Cab Company,ISnQFvO_qKRoQTyj7DxdhQ
1.0,Musashi Japanese Restaurant,oVex3NVVJbUH8SNmGp-Sbg
1.0,Habitat For Humanity Restore,lPM0Ni6HfhU2ndmVn8FKHg
1.0,Hunk Mansion,6MhfEioPp9LgQ2omVos1SQ
4.0,Pep Boys,zgl4Xb6czzrAx2zp-KMznw
2.0,Habitat For Humanity Restore,i25K88IqeXJCc91ZjMk97Q
5.0,Queen City Plumbing,ei0HDugfhZ2SIqzym7QQog
4.0,Brilliance New York,Wp11jaXd3nQGwxTVH5ZTyg
2.0,Healthcare Partners Sunset,dx20CPaY-VOFA6d2KQpAgg
4.0,Marlene's Baker Supply,VgSj3y98rnV0DKFHnLz_ag
3.0,Apteka,SUh9lonnEUYJ3AgIt07KcQ
2.0,Nice One Nails,0F40lzN0ELvTm3EpubSa_A
3.0,Hair & Nails by Anastasiya,WFXgt3Klqy5LdHK3g8c35Q
4.0,Bistro des Moulins,rKkpHJkJ27xOwnhy_bMkvA
4.0,enVoqueMD,CUuqanXxU1yd9IEBCJ6dpg
1.0,Gourmet Gringos,2a_6A__7-aBfTBEqL6nI-g
2.0,So Cool Frozen Yogurt,4vPRgLqir65R89X_OkWOVA
2.0,Bistro des Moulins,rPRy7N3WCD3sVCrF60OOnA
5.0,Acupuncture with Ashlee,WpQPxkKPISIuPRWPSBeZag
1.0,Park Road Books,enYZVhvPqf5fvIOsKiLlOA
4.0,The Spoke Easy,IQxxRjR4_htXLVMccyz5_Q
5.0,Hair Design By Mary Ann,sJP34Dyr2lp8_KJQbRoY0w
5.0,MiraKuru,H5sz5ox_6CUoyn7u4YhlGQ
1.0,Carl's Place - 900 Series Motorsports,J_9fAe8a1fSIgDE6G5lFSw
1.0,Nothing Bundt Cakes,yZQMdYqoiRo6IWSguAdFCQ
4.0,The Spoke Easy,y4aEhXdfKAX8klEvOszSCA
2.0,Westwood Bar & Grill,tv19nT_XYg0IpnskBpjv0A
5.0,Park Road Books,FGFzyjoXaiwExSk3shUL8Q
4.0,Stein Mart,4kKB5U9RohegHABv3qpyQg
4.0,Knot Salon,hDcCr8mGkwrUP51Htatvcg
5.0,Buk Chang Dong Soon Tofu,ygsviXCO4piJTJ-SiD7PRw
5.0,Options Salon & Spa,kLLXNfzelX1FO-8zv-M1-A
2.0,The Phoenix Lodge,eNKwg2Q2FWdmXFFWKh3a7A
4.0,Dulce Alterations,7Azng3cgIeE0aMgkQeozDQ
5.0,Renters Warehouse,DuzZ68TZWlQ3mALJZ0ASVQ
3.0,Vic's Auto Repair,_7_Bh8VaUTUgFhmQ59ml0g
5.0,Hair by Sharyn,8GRq_zyZ8qqEckFGHrEl4Q
1.0,Sanagan's Meat Locker,cbfivZddqFY3QBf3uZ-m8w
1.0,Kibo Sushi House,dJI1jy9llfqf7eQOCizijg
2.0,Louis Stokes Cleveland VA Medical Center,tMZIPvKgdHOgSTtGKD9wkA
5.0,Ross Dress for Less,vOAZWoaVySPXn5MmWCIrSw
3.0,Air Tech Plus,O0R4hZgoqpDKxtYdUUZHxg
5.0,Vita Bella Fine Day Spa,oGQnKOBNrwERM-MLLfpyGA
2.0,Not Your Mother,hDcCr8mGkwrUP51Htatvcg
1.0,Forrest & Forrest Family Dentistry,rPRy7N3WCD3sVCrF60OOnA
3.0,Pearl Garden,jlb7KlJ-5--lnrZUzx971w
5.0,Auto Glass 2020,DZsbxvkYeIERJfGEMti4GA
1.0,Spectacle,niv5a0a-hfEd4LpRYQaP4Q
1.0,MK Remodeling & Design,xsH9Q1HYLOshghu8MCtzOA
3.0,Bistro des Moulins,6MhfEioPp9LgQ2omVos1SQ
3.0,The Spoke Easy,A5NSs4GjWc0PideI8Hw9xw
5.0,Berning's Fine Jewelry,xa7CkIIGnTB2HbFO0TlR6w
1.0,Baby Cakes,XNZI9wTcp-OYybJ5AnZ8Ww
4.0,Farmers Insurance - Paul Lorenz,awhAOe0FhEt-frk4_2D3XQ
4.0,Three Square,ssyDcg7z9wn_FByH_BHoiQ
4.0,Imperial Asian Buffet,Q9x-MEp8Yx5QG78lU_f2mA
2.0,Park Road Books,_7fLIfvnfPHjdyPqlrMTVQ
1.0,Arizona Biltmore Golf Club,yW2Gn_SBeo4ZsfrXcxpfrw
3.0,No. 1 Sushi Sushi,jOU73K85NeMzBsqwJtfu0A
2.0,A&T Remodeling Stucco,jMGnFq3i6YiRI8No1UkEPg
3.0,The Sweet Gallery,jKjXmlOGZPxKTl_p38XyBg
2.0,COCO Crafted Organic Chocolate,ygkpsZ-JKp8p8hiX4PWx0w
3.0,Arizona Florist,T2YYLWJGu1in2siQu-1unw
2.0,Manzetti's Tavern,6MhfEioPp9LgQ2omVos1SQ
5.0,Tim the Tool Man,M0DM77NUD5_w4EHuH2vZNg
5.0,MiraKuru,Mq6w4Jm_ZHDBsAmXp_DxEg
3.0,Habitat For Humanity Restore,NBzY7QCGNxRELSpdV_Vhbg
5.0,Ohio Beer Garden,uQPAUzPM1XgBWTWkpgeGQQ
3.0,Las Vegas Motorcars,vOAZWoaVySPXn5MmWCIrSw
4.0,The Estancia Club,bp7baO6d0lYf78FaMTyKBA
4.0,Aroma Espresso Bar,cWdSjMIPH6_2fLcAi_gDWg
4.0,Pallucci,cSvwgRq74ElhrE6AQEm3DQ
3.0,Goveias Salon & Spa,UeZpPpsBLI0dort7UcwFVg
3.0,Burrito Bandidos,oS5LJnMEZ-ZFHNX3ATKPGQ
2.0,QBE Insurance,cM-pKH-C_P30NPz-_b9wfQ
5.0,The Kilted Buffalo Langtree,EnGEE-QmDDS9CGWStMtgSw
4.0,Winners,UlDSb1B22ON7WXcY3JbmNQ
2.0,Laura Saucedo 702,3G8sVd_Jo4G5qlpYUXJXuA
5.0,Mattress Firm Final Markdown,Lk9qQYI0nE60IXvmcq1Vqw
3.0,Bistro des Moulins,ZnVUAj_0cQmLAXyMpdxKtQ
5.0,Domino's Pizza,W0r_amSLWrn8s4vBtoy1oA
1.0,Dulce Alterations,Jdw3Fw-zTAhX8SH9ypd_AA
4.0,La Fortuna,1zSF4o_SshTe4wKg9hAZbg
4.0,J's Fish & Chips,S18D4LwMsZyGVHzkLoKQ1Q
5.0,Carl's Place - 900 Series Motorsports,HjOrNOi9MRp9uh-OfiJn_A
1.0,Jared Galleria of Jewelry,4kKB5U9RohegHABv3qpyQg
4.0,Parc-nature de l'Île-de-la-Visitation,8f5kGOQDFd8Evxcd8phJKw
4.0,Paramount Fine Foods,On_1ZwRgD2Ry0eoKYC29iQ
2.0,Hotel Indigo Toronto Airport,ei0HDugfhZ2SIqzym7QQog
4.0,Fabulous Cakes and Confections Inc.,eNKwg2Q2FWdmXFFWKh3a7A
3.0,Tiffany & Co - Forum Shops at Caesar's Palace,btPPPUNXDb7fvFNNuNKW_w
3.0,Auto Glass 2020,ZnVUAj_0cQmLAXyMpdxKtQ
4.0,Ohio Beer Garden,myguPkXfaPRMrOQLp4ucZA
4.0,Funny Stop Comedy Club,dx20CPaY-VOFA6d2KQpAgg
1.0,The Spoke Easy,_VMGbmIeK71rQGwOBWt_Kg
4.0,Park Road Books,sXeIJI3B28rZCFh1GJxbeA
2.0,Hunk Mansion,Xh3I-XgvjG4yOG9RZyqgWg
2.0,Restaurant Nhu Y,IiuCqi3k9HAl0gMkEDvrkg
4.0,Winners,OolkqvCvbXO8kiys8qEipw
1.0,Hotel Indigo Toronto Airport,H5oCw5k3gsCPmTMYLORfAg
2.0,The Kilted Buffalo Langtree,la4Y5u_v7hcp2zpPqcya4Q
5.0,Restaurant Nhu Y,Z9ipC7j4nWyyuNus_fcoYQ
5.0,Uncle Otis Clothing,OolkqvCvbXO8kiys8qEipw
2.0,Bank of America,MbZ0W9PjmlI7J9fs4SiNrw
2.0,Llantera Del Norte,AhZFLXh9qYR2sm_t6EsHPg
3.0,Club Red,PS7-6Eb3rNLFr7_lomJMVg
3.0,Imperial Asian Buffet,p_OlY_uSdI6qyqJnC2-oRw
2.0,Gourmet Gringos,_VMGbmIeK71rQGwOBWt_Kg
3.0,Not Your Mother,PAzgMhSXGokkOw2CMZUI1w
2.0,Fremont Arcade,ehYoutuEQcd9fsM6sQgMhQ
1.0,Gourmet Gringos,m6iDyGFXQ8l6LxaH3DG25A
3.0,Vintage 95,pICsYDAKhH6lno1A-UsBKQ
3.0,Olson Eye Care,pVVvmkYQ11vfScY6YHE4ww
4.0,Mattress Firm Final Markdown,YW1cSlB1KGWliE-vl0hXMQ
1.0,MovieWork Now,OtdA44C6CAEkl5Iy7UeRPA
1.0,Dunn-Edwards Paints,DKkX2AyOVK2Z_jLHYCy1uA
1.0,Torrid,3oGdFyU9xVYRrDpEcwAuvQ
2.0,Brian's Furniture,FbspMZpIr2qheAY4iwzcaQ
1.0,Salt Cellar,tv19nT_XYg0IpnskBpjv0A
2.0,Spirit Apothecary,ggtTXF2LCE9ZSfh8JK75nA
2.0,Holiday Inn Express & Suites Pittsburgh Sw - Southpointe,jNkTR0QvQIomwIvb_C8Q8Q
2.0,Multi-Specialty Physicians,LLevg6kVBsfEi-3jl3CYJQ
4.0,Tim the Tool Man,J2DrQYwJpnDlunOpbwRMaw
1.0,Musashi Japanese Restaurant,TUbOiTPDiAXEzzUEyj22JA
2.0,JSE Automotive Services,cUq2wYuvc7EOKsBU_ksTuw
3.0,Edgeworxx Studio,awhAOe0FhEt-frk4_2D3XQ
4.0,Fabulous Cakes and Confections Inc.,8R4bKrkUEyN4HD97SKgHtg
3.0,The Sweet Gallery,sJP34Dyr2lp8_KJQbRoY0w
3.0,Renters Warehouse,y5pnnMvcLa1ORs8srUF1EQ
4.0,All Star Donuts & Kolaches,B423jsaQkyodGbGyiIGLXA
4.0,Amazing Cuts,R9TIWPBlMuzzWgYXZBnAlg
4.0,Sanagan's Meat Locker,RZkGSPYEkhHeRp0YxKp8OA
2.0,MovieWork Now,v7eUh2t_1slVTOQMy-GrGg
5.0,Goveias Salon & Spa,EnGEE-QmDDS9CGWStMtgSw
3.0,Kibo Sushi House,YfbeP6-sCkRIcV93j1atZw
4.0,Nice One Nails,eNKwg2Q2FWdmXFFWKh3a7A
5.0,Ross Dress for Less,T2UA1nMIWwgdTfpRYo4lRQ
5.0,Mattress Firm Final Markdown,dt9IHwfuZs9D9LOH7gjNew
5.0,Impressionz,SxV9D6nFVLOzw0__inLqqw
3.0,Charlotte Mecklenburg Library - Beatties Ford Road Regional,GB-YAZtZg2tCwRW-wp1ZPg
5.0,OzBraz,ZErRg_qj5CGgzs-57bnA8A
3.0,Impressionz,jKjXmlOGZPxKTl_p38XyBg
5.0,The Spoke Easy,FbspMZpIr2qheAY4iwzcaQ
1.0,Heart Attack Grill,JEdGX7kSEz0ehySrHHs_yQ
4.0,Llantera Del Norte,ZVWJJnaWs5i8KxG18XzRIw
2.0,Stencil - A DIY Craft Studio,cM-pKH-C_P30NPz-_b9wfQ
4.0,Gap,bkMC0dAn3A_-a7K13a21eg
5.0,Not Your Mother,O5IPoolTMnBBNf5XfpgINQ
5.0,Goveias Salon & Spa,Z7pFsGpIyLzMTZsXjTFF1A
5.0,Secrets de Femme,xrUwcIx4szcFlxFJ6waiFw
4.0,Nice One Nails,_26Nu7ktj6uwAbriTMlp7g
4.0,Air Tech Plus,cM-pKH-C_P30NPz-_b9wfQ
5.0,QBE Insurance,jNkTR0QvQIomwIvb_C8Q8Q
2.0,Scottsdale Cab Company,6lQ5BtSs7Egm97JASU9urw
3.0,So Cool Frozen Yogurt,ny5uD7wcIZ01hUXE50Qz2Q
4.0,MiraKuru,vkZOYF42NNPCT7LnwfIboQ
3.0,Bruster's Real Ice Cream,v7eUh2t_1slVTOQMy-GrGg
3.0,Not Your Mother,sXeIJI3B28rZCFh1GJxbeA
4.0,Key To Healing Massage,y5pnnMvcLa1ORs8srUF1EQ
3.0,Graphic Web Design,rVEgaeBzh1FQPS_KLbGxHQ
2.0,QBE Insurance,QczzfPB-yoNe8SEw715w_g
5.0,Ume Fashion Sushi,s76BDmBx_8kcxGFDiU6k_g
5.0,Arizona Biltmore Golf Club,J6XspsHlrADTCzhFUGrHyA
3.0,Maurices,IdFOPJEL5-QCTC1qNWZ0zw
3.0,M Catering by Michael's,zocuwB359woyJaUnV6Ydjw
4.0,Auto Glass 2020,OtdA44C6CAEkl5Iy7UeRPA
4.0,Sushi Mocorito,vF4V1fOdu2NOXTPnTUKZOw
1.0,The UPS Store,Qt08NJf5ew7zYO3nbb-u1A
3.0,Daily Donut,i7OIMMhUD6IbKEhdmSdIaA
3.0,Scottsdale Cab Company,J9jxDkh2cMkL2AoM3E9HoQ
5.0,enVoqueMD,UUVbV8XmTzNksBOPaiO3pA
1.0,MinuteClinic,A7vhQWj1yb5plH8hbditlA
5.0,La Fortuna,d-mrBy7h0aW63uN3N8M1wQ
4.0,Daily Donut,ly0m1d1NMOTzUKrH73zhzQ
1.0,Ravi Soups,5BwurcGx34N6cJyDzMviJA
5.0,Berning's Fine Jewelry,7ErDqJNuoW2_Wzz9xRTW4A
2.0,Ume Fashion Sushi,JEdGX7kSEz0ehySrHHs_yQ
5.0,Fremont Arcade,4k1d_QuXtkRVaFPDtaGgbA
2.0,Mattress Firm Final Markdown,OolkqvCvbXO8kiys8qEipw
3.0,Habitat For Humanity Restore,69t2dm4HanGAEDYhWyXvtw
3.0,Fabulous Cakes and Confections Inc.,ygkpsZ-JKp8p8hiX4PWx0w
5.0,Starbucks,frSalnOX-x68nX97T9hg3A
4.0,Winners,93mELfY42M5v1U8XaiakyQ
5.0,Dulce Alterations,UsJ9J1MVgCQLerr7qb95IQ
2.0,The Estancia Club,gCSlX2tvG-M51Pok5WDmnw
3.0,Tavolino,GD4dDukzxty660w6EdEHNg
1.0,GiGi's Boutique Fine Consignment,2a_6A__7-aBfTBEqL6nI-g
4.0,Pallucci,3GRPT_sAHgyJA9SHjUHVdQ
1.0,Bank of America,VwiSIN1aeTtbr7Iw2MfwdA
4.0,Hunk Mansion,J9jxDkh2cMkL2AoM3E9HoQ
5.0,Graphic Web Design,yt-5sAzXFFqShn0K7HvYiQ
3.0,Dulce Alterations,p19pm66I-2T3UQUaNh02Cg
2.0,Wesley Friedman - FBC Mortgage,0zQ4BsZYBLEHZx-y8ay0dg
1.0,QBE Insurance,H5sz5ox_6CUoyn7u4YhlGQ
4.0,U.S. Bank,CZnuW6YeZg7ZIiTbmI58BQ
4.0,Louis Stokes Cleveland VA Medical Center,wxRo1SHYciMVDuI2bws0cg
5.0,Emerald Chinese Restaurant,M9CiWV4aoxP-BnOcKGNVdA
3.0,Marathon Diner,MbZ0W9PjmlI7J9fs4SiNrw
5.0,The Spoke Easy,RHSHgYCbOBxVIP2oQNfQ-A
